Doctor_Name,Specialization,Available_Timings,Available_Date,Hospital_Name,Location,Department_Size,Patient_Influx,Doctor_Ratio,Doctor_Availability
Dr. Ravi Kumar,Orthopedics,14,02-07-2025,Govt Health Center,New Delhi,74,61,1.09,1
Dr. Anil Mehra,Dermatology,9,03-07-2025,Govt Health Center,Kolkata,43,153,0.99,0
Dr. Ravi Kumar,Cardiology,14,04-07-2025,City Hospital,New Delhi,92,160,0.86,0
Dr. Rohit Verma,Dermatology,13,05-07-2025,Metro Hospital,Kolkata,32,312,0.62,0
Dr. Ravi Kumar,Orthopedics,12,06-07-2025,Metro Hospital,Kolkata,80,484,1.26,0
Dr. Rohit Verma,Orthopedics,11,07-07-2025,Metro Hospital,Chennai,16,222,1.31,1
Dr. Anil Mehra,Pediatrics,8,08-07-2025,Govt Health Center,New Delhi,74,144,1,0
Dr. Anil Mehra,Pediatrics,9,09-07-2025,City Hospital,New Delhi,27,370,1.96,0
Dr. Rohit Verma,Pediatrics,14,10-07-2025,Metro Hospital,Chennai,17,493,1.34,0
Dr. Swati Desai,Dermatology,17,11-07-2025,City Hospital,Mumbai,98,252,1.83,1
Dr. Rohit Verma,Pediatrics,10,12-07-2025,Metro Hospital,Mumbai,51,94,1.36,1
Dr. Swati Desai,Orthopedics,12,13-07-2025,City Hospital,New Delhi,96,83,0.78,0
Dr. Ravi Kumar,Pediatrics,15,14-07-2025,Govt Health Center,Chennai,10,260,1.96,1
Dr. Ravi Kumar,Cardiology,15,15-07-2025,Govt Health Center,Kolkata,88,444,1.83,0
Dr. Ravi Kumar,Pediatrics,13,16-07-2025,Govt Health Center,Kolkata,24,274,1.21,1
Dr. Anil Mehra,Dermatology,12,17-07-2025,Metro Hospital,New Delhi,37,466,0.86,0
Dr. Ravi Kumar,Cardiology,9,18-07-2025,Govt Health Center,Chennai,45,313,0.83,0
Dr. Swati Desai,Cardiology,16,19-07-2025,Govt Health Center,New Delhi,55,350,1.71,0
Dr. Ravi Kumar,Cardiology,8,20-07-2025,Govt Health Center,New Delhi,86,275,0.6,0
Dr. Rohit Verma,Dermatology,9,21-07-2025,City Hospital,Chennai,30,153,1.46,1
Dr. Rohit Verma,Orthopedics,8,22-07-2025,City Hospital,New Delhi,58,270,1.46,1
Dr. Anil Mehra,Pediatrics,11,23-07-2025,City Hospital,Kolkata,48,383,0.77,0
Dr. Rohit Verma,Cardiology,11,24-07-2025,City Hospital,Mumbai,47,467,1.56,0
Dr. Swati Desai,Cardiology,12,25-07-2025,City Hospital,Kolkata,18,350,1.56,0
Dr. Ravi Kumar,Cardiology,12,26-07-2025,City Hospital,Mumbai,29,172,1.03,1
Dr. Anil Mehra,Orthopedics,15,27-07-2025,City Hospital,Chennai,93,498,1.23,0
Dr. Ravi Kumar,Orthopedics,10,28-07-2025,Govt Health Center,New Delhi,17,485,1.75,0
Dr. Ravi Kumar,Dermatology,13,29-07-2025,Govt Health Center,Mumbai,23,443,1.28,0
Dr. Swati Desai,Orthopedics,10,30-07-2025,Metro Hospital,Chennai,71,271,1.43,1
Dr. Rohit Verma,Pediatrics,9,31-07-2025,Govt Health Center,Chennai,93,92,1.12,1
Dr. Rohit Verma,Dermatology,15,01-08-2025,City Hospital,Chennai,44,259,0.72,0
Dr. Ravi Kumar,Dermatology,8,02-08-2025,City Hospital,Kolkata,64,386,2,0
Dr. Anil Mehra,Pediatrics,16,03-08-2025,Metro Hospital,Kolkata,54,60,1.3,1
Dr. Rohit Verma,Pediatrics,14,04-08-2025,Govt Health Center,Mumbai,30,265,1,0
Dr. Anil Mehra,Pediatrics,17,05-08-2025,Govt Health Center,Mumbai,62,213,1.57,1
Dr. Rohit Verma,Dermatology,11,06-08-2025,Metro Hospital,Kolkata,63,274,1.43,1
Dr. Anil Mehra,Dermatology,10,07-08-2025,City Hospital,Mumbai,95,274,0.85,0
Dr. Swati Desai,Dermatology,13,08-08-2025,City Hospital,Mumbai,52,295,1.82,1
Dr. Anil Mehra,Pediatrics,16,09-08-2025,City Hospital,New Delhi,15,195,0.61,0
Dr. Swati Desai,Pediatrics,16,10-08-2025,City Hospital,Mumbai,64,240,1.41,1
Dr. Swati Desai,Cardiology,11,11-08-2025,Metro Hospital,Chennai,53,310,1.22,0
Dr. Anil Mehra,Orthopedics,17,12-08-2025,Govt Health Center,New Delhi,77,336,0.98,0
Dr. Swati Desai,Cardiology,12,13-08-2025,City Hospital,Mumbai,13,65,1.74,1
Dr. Ravi Kumar,Pediatrics,16,14-08-2025,Govt Health Center,New Delhi,72,243,1.48,1
Dr. Swati Desai,Dermatology,9,15-08-2025,Govt Health Center,Chennai,67,58,1.64,1
Dr. Rohit Verma,Pediatrics,9,16-08-2025,City Hospital,Mumbai,63,51,1.12,1
Dr. Anil Mehra,Orthopedics,12,17-08-2025,City Hospital,New Delhi,90,342,1.91,0
Dr. Ravi Kumar,Cardiology,8,18-08-2025,City Hospital,Mumbai,47,133,1.02,1
Dr. Anil Mehra,Cardiology,15,19-08-2025,Govt Health Center,New Delhi,69,492,1.3,0
Dr. Rohit Verma,Dermatology,12,20-08-2025,Metro Hospital,New Delhi,61,258,1.9,1
Dr. Rohit Verma,Cardiology,17,21-08-2025,City Hospital,Chennai,38,107,0.62,0
Dr. Rohit Verma,Cardiology,9,22-08-2025,Govt Health Center,Chennai,49,388,0.66,0
Dr. Swati Desai,Pediatrics,16,23-08-2025,Govt Health Center,Mumbai,80,155,1.99,1
Dr. Swati Desai,Cardiology,9,24-08-2025,City Hospital,Kolkata,17,185,1.96,1
Dr. Anil Mehra,Cardiology,14,25-08-2025,Metro Hospital,Mumbai,44,357,1.66,0
Dr. Anil Mehra,Cardiology,15,26-08-2025,City Hospital,New Delhi,91,380,1.23,0
Dr. Ravi Kumar,Dermatology,13,27-08-2025,City Hospital,Chennai,25,126,1.26,1
Dr. Ravi Kumar,Dermatology,14,28-08-2025,Metro Hospital,Chennai,27,374,0.89,0
Dr. Anil Mehra,Pediatrics,8,29-08-2025,City Hospital,New Delhi,68,259,1.15,1
Dr. Swati Desai,Cardiology,11,30-08-2025,City Hospital,Kolkata,98,281,1.15,1
Dr. Rohit Verma,Dermatology,14,31-08-2025,Metro Hospital,Chennai,43,174,0.55,0
Dr. Anil Mehra,Dermatology,8,01-09-2025,Govt Health Center,Kolkata,13,229,1.18,1
Dr. Ravi Kumar,Pediatrics,8,02-09-2025,Govt Health Center,Chennai,78,339,1.22,0
Dr. Swati Desai,Orthopedics,13,03-09-2025,Govt Health Center,New Delhi,87,263,1.5,1
Dr. Anil Mehra,Cardiology,11,04-09-2025,Govt Health Center,Mumbai,74,481,1.27,0
Dr. Anil Mehra,Dermatology,10,05-09-2025,Govt Health Center,Mumbai,70,146,1.79,1
Dr. Swati Desai,Pediatrics,12,06-09-2025,City Hospital,Kolkata,95,457,1.05,0
Dr. Anil Mehra,Pediatrics,16,07-09-2025,Metro Hospital,Mumbai,55,298,1.11,1
Dr. Swati Desai,Pediatrics,17,08-09-2025,Govt Health Center,New Delhi,30,270,1.36,1
Dr. Rohit Verma,Dermatology,17,09-09-2025,Metro Hospital,Mumbai,86,62,0.8,0
Dr. Swati Desai,Cardiology,17,10-09-2025,Govt Health Center,Kolkata,47,355,1.09,0
Dr. Swati Desai,Orthopedics,10,11-09-2025,City Hospital,New Delhi,82,140,1.53,1
Dr. Swati Desai,Cardiology,12,12-09-2025,Govt Health Center,New Delhi,95,242,1.12,1
Dr. Anil Mehra,Pediatrics,17,13-09-2025,Govt Health Center,Chennai,90,248,1.86,1
Dr. Anil Mehra,Pediatrics,12,14-09-2025,Metro Hospital,Chennai,69,309,1.42,0
Dr. Swati Desai,Orthopedics,16,15-09-2025,Metro Hospital,Mumbai,96,113,0.73,0
Dr. Anil Mehra,Cardiology,17,16-09-2025,City Hospital,Kolkata,45,379,1.23,0
Dr. Ravi Kumar,Pediatrics,11,17-09-2025,Metro Hospital,New Delhi,15,281,1.65,1
Dr. Ravi Kumar,Pediatrics,8,18-09-2025,Metro Hospital,Mumbai,48,276,1.47,1
Dr. Anil Mehra,Cardiology,17,19-09-2025,Metro Hospital,Mumbai,38,216,1.83,1
Dr. Anil Mehra,Pediatrics,12,20-09-2025,City Hospital,Chennai,36,300,1.62,0
Dr. Swati Desai,Cardiology,8,21-09-2025,City Hospital,Mumbai,78,496,0.59,0
Dr. Rohit Verma,Pediatrics,13,22-09-2025,City Hospital,Mumbai,18,235,0.67,0
Dr. Anil Mehra,Cardiology,17,23-09-2025,Metro Hospital,Chennai,33,298,1.47,1
Dr. Ravi Kumar,Orthopedics,17,24-09-2025,Metro Hospital,Mumbai,72,321,0.86,0
Dr. Swati Desai,Pediatrics,14,25-09-2025,City Hospital,Mumbai,28,389,1.38,0
Dr. Anil Mehra,Orthopedics,8,26-09-2025,Metro Hospital,New Delhi,39,495,1.69,0
Dr. Ravi Kumar,Pediatrics,17,27-09-2025,Metro Hospital,Mumbai,67,187,1.37,1
Dr. Ravi Kumar,Pediatrics,11,28-09-2025,Govt Health Center,Chennai,49,158,1.12,1
Dr. Rohit Verma,Dermatology,16,29-09-2025,City Hospital,Chennai,77,367,1.47,0
Dr. Swati Desai,Cardiology,8,30-09-2025,City Hospital,New Delhi,41,466,0.72,0
Dr. Swati Desai,Orthopedics,16,01-10-2025,Metro Hospital,Chennai,74,475,1.58,0
Dr. Rohit Verma,Orthopedics,15,02-10-2025,Metro Hospital,Chennai,43,93,1.55,1
Dr. Rohit Verma,Orthopedics,12,03-10-2025,Govt Health Center,Chennai,94,479,1.27,0
Dr. Swati Desai,Cardiology,13,04-10-2025,City Hospital,Mumbai,40,391,0.92,0
Dr. Swati Desai,Dermatology,14,05-10-2025,City Hospital,New Delhi,68,386,1.7,0
Dr. Anil Mehra,Orthopedics,11,06-10-2025,Metro Hospital,Kolkata,87,250,1.27,1
Dr. Anil Mehra,Cardiology,13,07-10-2025,City Hospital,New Delhi,35,427,0.59,0
Dr. Rohit Verma,Pediatrics,14,08-10-2025,Metro Hospital,New Delhi,31,153,1.88,1
Dr. Anil Mehra,Orthopedics,13,09-10-2025,Govt Health Center,New Delhi,43,464,1.65,0
Dr. Ravi Kumar,Orthopedics,13,10-10-2025,Metro Hospital,Kolkata,22,438,1.38,0
Dr. Anil Mehra,Dermatology,9,11-10-2025,Govt Health Center,Kolkata,64,169,1.16,1
Dr. Anil Mehra,Orthopedics,12,12-10-2025,Metro Hospital,Chennai,17,451,1.94,0
Dr. Ravi Kumar,Orthopedics,10,13-10-2025,Govt Health Center,Mumbai,71,439,1.66,0
Dr. Rohit Verma,Pediatrics,14,14-10-2025,Govt Health Center,Chennai,31,411,1.3,0
Dr. Ravi Kumar,Cardiology,11,15-10-2025,City Hospital,Chennai,65,483,1.48,0
Dr. Anil Mehra,Cardiology,8,16-10-2025,Metro Hospital,Kolkata,93,432,0.92,0
Dr. Rohit Verma,Dermatology,13,17-10-2025,City Hospital,Chennai,30,77,0.79,0
Dr. Anil Mehra,Pediatrics,13,18-10-2025,City Hospital,Chennai,58,156,0.91,0
Dr. Ravi Kumar,Cardiology,14,19-10-2025,Metro Hospital,Kolkata,15,329,0.94,0
Dr. Ravi Kumar,Pediatrics,15,20-10-2025,City Hospital,New Delhi,44,77,1.61,1
Dr. Anil Mehra,Cardiology,10,21-10-2025,City Hospital,New Delhi,36,235,0.71,0
Dr. Swati Desai,Pediatrics,13,22-10-2025,City Hospital,Kolkata,93,244,1.67,1
Dr. Swati Desai,Dermatology,17,23-10-2025,Metro Hospital,Mumbai,49,195,1.29,1
Dr. Ravi Kumar,Orthopedics,9,24-10-2025,City Hospital,Chennai,23,309,1.08,0
Dr. Ravi Kumar,Dermatology,16,25-10-2025,City Hospital,New Delhi,83,409,0.95,0
Dr. Swati Desai,Cardiology,9,26-10-2025,City Hospital,Kolkata,61,226,1.27,1
Dr. Swati Desai,Dermatology,10,27-10-2025,Metro Hospital,Mumbai,88,177,0.98,0
Dr. Anil Mehra,Orthopedics,17,28-10-2025,Govt Health Center,Chennai,49,433,1.14,0
Dr. Anil Mehra,Dermatology,9,29-10-2025,Govt Health Center,Kolkata,52,155,1.61,1
Dr. Swati Desai,Cardiology,16,30-10-2025,Govt Health Center,Kolkata,67,465,1.44,0
Dr. Anil Mehra,Cardiology,8,31-10-2025,Govt Health Center,Kolkata,12,401,1.62,0
Dr. Anil Mehra,Dermatology,12,01-11-2025,City Hospital,Chennai,24,432,1.57,0
Dr. Rohit Verma,Orthopedics,8,02-11-2025,Metro Hospital,New Delhi,54,260,1.72,1
Dr. Anil Mehra,Dermatology,12,03-11-2025,City Hospital,Chennai,20,398,0.8,0
Dr. Ravi Kumar,Orthopedics,15,04-11-2025,Metro Hospital,Chennai,48,371,1.99,0
Dr. Anil Mehra,Pediatrics,15,05-11-2025,City Hospital,New Delhi,28,363,1.21,0
Dr. Anil Mehra,Orthopedics,15,06-11-2025,Govt Health Center,Kolkata,88,60,1.58,1
Dr. Swati Desai,Pediatrics,9,07-11-2025,Govt Health Center,Mumbai,29,416,1.52,0
Dr. Ravi Kumar,Dermatology,15,08-11-2025,Metro Hospital,Mumbai,95,409,1.35,0
Dr. Anil Mehra,Orthopedics,12,09-11-2025,City Hospital,New Delhi,80,370,1.99,0
Dr. Anil Mehra,Pediatrics,8,10-11-2025,Govt Health Center,New Delhi,65,433,0.83,0
Dr. Rohit Verma,Pediatrics,14,11-11-2025,Metro Hospital,Kolkata,87,66,1.13,1
Dr. Anil Mehra,Pediatrics,13,12-11-2025,City Hospital,Mumbai,13,419,0.69,0
Dr. Anil Mehra,Cardiology,12,13-11-2025,Metro Hospital,Mumbai,18,385,0.77,0
Dr. Rohit Verma,Dermatology,8,14-11-2025,City Hospital,Kolkata,34,115,1.57,1
Dr. Swati Desai,Pediatrics,8,15-11-2025,City Hospital,New Delhi,56,423,0.51,0
Dr. Anil Mehra,Orthopedics,13,16-11-2025,City Hospital,New Delhi,58,162,1.83,1
Dr. Rohit Verma,Pediatrics,17,17-11-2025,Metro Hospital,Kolkata,36,181,1.45,1
Dr. Ravi Kumar,Cardiology,14,18-11-2025,Metro Hospital,New Delhi,37,465,1.16,0
Dr. Swati Desai,Dermatology,17,19-11-2025,City Hospital,Chennai,97,120,1,0
Dr. Ravi Kumar,Cardiology,17,20-11-2025,Govt Health Center,New Delhi,71,462,0.69,0
Dr. Ravi Kumar,Cardiology,8,21-11-2025,City Hospital,Chennai,25,110,1.88,1
Dr. Rohit Verma,Cardiology,16,22-11-2025,Metro Hospital,Mumbai,96,493,1.57,0
Dr. Anil Mehra,Orthopedics,11,23-11-2025,City Hospital,Mumbai,55,363,1,0
Dr. Rohit Verma,Dermatology,12,24-11-2025,Metro Hospital,New Delhi,84,293,0.61,0
Dr. Rohit Verma,Dermatology,9,25-11-2025,City Hospital,Kolkata,55,358,0.99,0
Dr. Rohit Verma,Orthopedics,17,26-11-2025,City Hospital,New Delhi,49,54,0.78,0
Dr. Rohit Verma,Dermatology,15,27-11-2025,Govt Health Center,Kolkata,92,419,1.68,0
Dr. Swati Desai,Cardiology,9,28-11-2025,Govt Health Center,Mumbai,43,366,1.58,0
Dr. Anil Mehra,Dermatology,10,29-11-2025,Metro Hospital,Mumbai,96,70,1.25,1
Dr. Ravi Kumar,Orthopedics,16,30-11-2025,City Hospital,Mumbai,19,235,1.83,1
Dr. Ravi Kumar,Cardiology,9,01-12-2025,Metro Hospital,Kolkata,10,258,0.77,0
Dr. Anil Mehra,Orthopedics,13,02-12-2025,City Hospital,Kolkata,75,280,1.18,1
Dr. Ravi Kumar,Pediatrics,11,03-12-2025,City Hospital,Mumbai,95,63,1.57,1
Dr. Anil Mehra,Cardiology,14,04-12-2025,City Hospital,New Delhi,26,401,0.6,0
Dr. Ravi Kumar,Cardiology,13,05-12-2025,Govt Health Center,Kolkata,56,128,1.06,1
Dr. Rohit Verma,Dermatology,17,06-12-2025,Metro Hospital,Chennai,33,231,1.36,1
Dr. Ravi Kumar,Cardiology,16,07-12-2025,City Hospital,Mumbai,59,127,1.05,1
Dr. Anil Mehra,Orthopedics,16,08-12-2025,City Hospital,Kolkata,94,346,1.22,0
Dr. Anil Mehra,Dermatology,17,09-12-2025,Metro Hospital,Mumbai,38,321,1.41,0
Dr. Anil Mehra,Pediatrics,11,10-12-2025,Metro Hospital,Chennai,87,100,1.05,1
Dr. Anil Mehra,Orthopedics,8,11-12-2025,City Hospital,New Delhi,81,306,0.66,0
Dr. Anil Mehra,Pediatrics,9,12-12-2025,Govt Health Center,Chennai,95,345,0.71,0
Dr. Swati Desai,Pediatrics,15,13-12-2025,Govt Health Center,New Delhi,96,67,1.29,1
Dr. Swati Desai,Pediatrics,17,14-12-2025,City Hospital,New Delhi,22,339,0.76,0
Dr. Ravi Kumar,Cardiology,15,15-12-2025,Govt Health Center,Kolkata,73,267,1.83,1
Dr. Anil Mehra,Orthopedics,9,16-12-2025,Metro Hospital,New Delhi,37,494,1.75,0
Dr. Ravi Kumar,Orthopedics,11,17-12-2025,Govt Health Center,New Delhi,14,149,1.02,1
Dr. Anil Mehra,Cardiology,8,18-12-2025,Metro Hospital,New Delhi,83,198,1.75,1
Dr. Anil Mehra,Dermatology,14,19-12-2025,Metro Hospital,Mumbai,18,434,1.3,0
Dr. Swati Desai,Pediatrics,11,20-12-2025,Metro Hospital,Kolkata,23,204,0.74,0
Dr. Swati Desai,Orthopedics,15,21-12-2025,Metro Hospital,Kolkata,19,484,1.42,0
Dr. Rohit Verma,Cardiology,16,22-12-2025,Govt Health Center,New Delhi,42,444,1.52,0
Dr. Swati Desai,Pediatrics,16,23-12-2025,Metro Hospital,Mumbai,84,425,0.63,0
Dr. Rohit Verma,Dermatology,10,24-12-2025,City Hospital,New Delhi,49,151,0.97,0
Dr. Rohit Verma,Dermatology,12,25-12-2025,Metro Hospital,Kolkata,15,164,0.51,0
Dr. Rohit Verma,Pediatrics,13,26-12-2025,City Hospital,Kolkata,26,319,0.97,0
Dr. Rohit Verma,Dermatology,13,27-12-2025,Metro Hospital,Kolkata,45,141,1,0
Dr. Rohit Verma,Orthopedics,17,28-12-2025,Metro Hospital,Kolkata,79,488,1.45,0
Dr. Ravi Kumar,Orthopedics,15,29-12-2025,Govt Health Center,Mumbai,70,460,0.8,0
Dr. Swati Desai,Orthopedics,13,30-12-2025,Metro Hospital,Chennai,83,455,0.55,0
Dr. Rohit Verma,Dermatology,13,31-12-2025,Metro Hospital,Chennai,58,70,0.97,0
Dr. Anil Mehra,Orthopedics,11,01-01-2026,Govt Health Center,Mumbai,78,169,1.74,1
Dr. Swati Desai,Cardiology,14,02-01-2026,Govt Health Center,New Delhi,92,457,1.1,0
Dr. Swati Desai,Orthopedics,15,03-01-2026,City Hospital,Kolkata,80,68,1.12,1
Dr. Rohit Verma,Orthopedics,10,04-01-2026,Govt Health Center,Kolkata,33,73,1.2,1
Dr. Ravi Kumar,Dermatology,14,05-01-2026,City Hospital,Kolkata,60,75,1.63,1
Dr. Rohit Verma,Orthopedics,10,06-01-2026,Metro Hospital,Mumbai,51,202,1.22,1
Dr. Ravi Kumar,Pediatrics,15,07-01-2026,City Hospital,Mumbai,28,350,0.64,0
Dr. Anil Mehra,Cardiology,8,08-01-2026,Govt Health Center,Kolkata,71,413,0.81,0
Dr. Swati Desai,Dermatology,8,09-01-2026,Metro Hospital,Kolkata,84,462,0.78,0
Dr. Anil Mehra,Cardiology,13,10-01-2026,City Hospital,New Delhi,76,251,1.26,1
Dr. Ravi Kumar,Pediatrics,17,11-01-2026,City Hospital,Chennai,39,188,0.54,0
Dr. Ravi Kumar,Dermatology,16,12-01-2026,City Hospital,Mumbai,47,329,0.93,0
Dr. Anil Mehra,Dermatology,11,13-01-2026,Metro Hospital,Chennai,15,73,1.41,1
Dr. Ravi Kumar,Orthopedics,13,14-01-2026,City Hospital,Kolkata,31,61,1.03,1
Dr. Anil Mehra,Cardiology,12,15-01-2026,City Hospital,Chennai,20,184,1.56,1
Dr. Swati Desai,Pediatrics,8,16-01-2026,Govt Health Center,Chennai,81,473,1.09,0
Dr. Anil Mehra,Pediatrics,13,17-01-2026,City Hospital,Mumbai,38,130,1.97,1
Dr. Swati Desai,Dermatology,16,18-01-2026,Metro Hospital,Mumbai,17,404,1.95,0
Dr. Anil Mehra,Orthopedics,10,19-01-2026,Govt Health Center,New Delhi,96,119,1.7,1
Dr. Ravi Kumar,Dermatology,10,20-01-2026,Metro Hospital,Kolkata,89,253,1.93,1
Dr. Anil Mehra,Dermatology,9,21-01-2026,Govt Health Center,New Delhi,44,128,0.81,0
Dr. Ravi Kumar,Dermatology,11,22-01-2026,Govt Health Center,Mumbai,81,328,1.63,0
Dr. Anil Mehra,Dermatology,17,23-01-2026,City Hospital,New Delhi,81,248,0.98,0
Dr. Anil Mehra,Pediatrics,10,24-01-2026,Metro Hospital,Chennai,54,428,1.59,0
Dr. Rohit Verma,Pediatrics,9,25-01-2026,City Hospital,Chennai,42,343,1.06,0
Dr. Ravi Kumar,Dermatology,8,26-01-2026,Govt Health Center,Mumbai,14,464,0.93,0
Dr. Rohit Verma,Dermatology,10,27-01-2026,City Hospital,Chennai,71,334,1.94,0
Dr. Ravi Kumar,Orthopedics,17,28-01-2026,Govt Health Center,Kolkata,46,477,0.81,0
Dr. Rohit Verma,Dermatology,13,29-01-2026,Govt Health Center,Mumbai,26,205,1.64,1
Dr. Swati Desai,Pediatrics,16,30-01-2026,Metro Hospital,Kolkata,31,125,1.51,1
Dr. Anil Mehra,Cardiology,12,31-01-2026,Metro Hospital,Mumbai,87,268,0.96,0
Dr. Ravi Kumar,Pediatrics,10,01-02-2026,Metro Hospital,Mumbai,41,373,1.19,0
Dr. Ravi Kumar,Orthopedics,12,02-02-2026,Metro Hospital,Chennai,23,326,0.71,0
Dr. Anil Mehra,Pediatrics,12,03-02-2026,City Hospital,Mumbai,29,314,1.88,0
Dr. Ravi Kumar,Cardiology,12,04-02-2026,Metro Hospital,Mumbai,31,98,1.95,1
Dr. Ravi Kumar,Dermatology,14,05-02-2026,Metro Hospital,New Delhi,39,147,1.6,1
Dr. Rohit Verma,Cardiology,12,06-02-2026,Metro Hospital,Chennai,63,342,1.77,0
Dr. Ravi Kumar,Dermatology,14,07-02-2026,Govt Health Center,Kolkata,42,70,0.62,0
Dr. Swati Desai,Dermatology,16,08-02-2026,Govt Health Center,Mumbai,14,493,1.08,0
Dr. Swati Desai,Pediatrics,12,09-02-2026,Metro Hospital,Kolkata,27,72,1,0
Dr. Anil Mehra,Pediatrics,9,10-02-2026,Govt Health Center,New Delhi,72,187,1.35,1
Dr. Ravi Kumar,Pediatrics,12,11-02-2026,Govt Health Center,Mumbai,55,279,0.78,0
Dr. Anil Mehra,Orthopedics,15,12-02-2026,City Hospital,Kolkata,16,375,1.35,0
Dr. Swati Desai,Pediatrics,11,13-02-2026,Govt Health Center,Chennai,38,454,1.48,0
Dr. Ravi Kumar,Orthopedics,9,14-02-2026,City Hospital,New Delhi,66,406,0.7,0
Dr. Ravi Kumar,Pediatrics,17,15-02-2026,Govt Health Center,New Delhi,56,78,0.7,0
Dr. Anil Mehra,Dermatology,10,16-02-2026,Metro Hospital,Kolkata,18,364,0.55,0
Dr. Swati Desai,Orthopedics,16,17-02-2026,Govt Health Center,Mumbai,68,473,1.64,0
Dr. Ravi Kumar,Cardiology,16,18-02-2026,Govt Health Center,Mumbai,80,70,1,0
Dr. Anil Mehra,Orthopedics,15,19-02-2026,City Hospital,Chennai,80,391,0.84,0
Dr. Swati Desai,Orthopedics,15,20-02-2026,Metro Hospital,Chennai,52,148,1.67,1
Dr. Anil Mehra,Cardiology,15,21-02-2026,City Hospital,Mumbai,68,112,0.71,0
Dr. Rohit Verma,Orthopedics,15,22-02-2026,Metro Hospital,New Delhi,15,351,1.14,0
Dr. Ravi Kumar,Dermatology,15,23-02-2026,Metro Hospital,Chennai,62,182,1.62,1
Dr. Rohit Verma,Pediatrics,8,24-02-2026,City Hospital,Chennai,73,64,1.36,1
Dr. Swati Desai,Cardiology,13,25-02-2026,Govt Health Center,New Delhi,13,154,1.33,1
Dr. Rohit Verma,Pediatrics,16,26-02-2026,Metro Hospital,Mumbai,10,160,0.74,0
Dr. Rohit Verma,Dermatology,15,27-02-2026,Govt Health Center,Kolkata,79,388,0.77,0
Dr. Swati Desai,Cardiology,10,28-02-2026,City Hospital,Chennai,40,385,1.37,0
Dr. Anil Mehra,Pediatrics,8,01-03-2026,City Hospital,New Delhi,74,473,0.54,0
Dr. Rohit Verma,Pediatrics,9,02-03-2026,City Hospital,Chennai,78,160,1.8,1
Dr. Anil Mehra,Dermatology,9,03-03-2026,City Hospital,New Delhi,28,412,1.03,0
Dr. Rohit Verma,Pediatrics,14,04-03-2026,Metro Hospital,Chennai,78,392,1.12,0
Dr. Anil Mehra,Dermatology,13,05-03-2026,City Hospital,Mumbai,78,53,0.89,0
Dr. Swati Desai,Orthopedics,9,06-03-2026,Govt Health Center,New Delhi,58,201,1.82,1
Dr. Rohit Verma,Dermatology,15,07-03-2026,Govt Health Center,Kolkata,40,91,1.46,1
Dr. Swati Desai,Orthopedics,16,08-03-2026,Metro Hospital,Kolkata,69,424,1.17,0
Dr. Rohit Verma,Cardiology,14,09-03-2026,City Hospital,Chennai,80,75,1.38,1
Dr. Swati Desai,Pediatrics,11,10-03-2026,Metro Hospital,Kolkata,88,411,1.07,0
Dr. Swati Desai,Dermatology,8,11-03-2026,Metro Hospital,Chennai,64,243,1.2,1
Dr. Rohit Verma,Dermatology,11,12-03-2026,Metro Hospital,New Delhi,86,409,1.04,0
Dr. Rohit Verma,Pediatrics,11,13-03-2026,City Hospital,New Delhi,85,57,1.12,1
Dr. Rohit Verma,Pediatrics,15,14-03-2026,Govt Health Center,Kolkata,92,122,0.97,0
Dr. Ravi Kumar,Cardiology,11,15-03-2026,Govt Health Center,Kolkata,86,499,0.62,0
Dr. Anil Mehra,Cardiology,11,16-03-2026,Metro Hospital,Mumbai,47,127,0.56,0
Dr. Ravi Kumar,Dermatology,9,17-03-2026,Metro Hospital,New Delhi,42,197,0.76,0
Dr. Ravi Kumar,Cardiology,17,18-03-2026,Govt Health Center,Kolkata,15,371,0.88,0
Dr. Swati Desai,Orthopedics,14,19-03-2026,Govt Health Center,Kolkata,22,117,1.84,1
Dr. Rohit Verma,Cardiology,11,20-03-2026,City Hospital,Kolkata,86,404,1.42,0
Dr. Anil Mehra,Cardiology,13,21-03-2026,Metro Hospital,Chennai,86,232,1.94,1
Dr. Swati Desai,Dermatology,10,22-03-2026,City Hospital,Mumbai,29,383,1.01,0
Dr. Ravi Kumar,Orthopedics,14,23-03-2026,Govt Health Center,New Delhi,46,134,1.1,1
Dr. Rohit Verma,Cardiology,13,24-03-2026,Govt Health Center,Kolkata,54,128,1.58,1
Dr. Swati Desai,Orthopedics,10,25-03-2026,Govt Health Center,Kolkata,82,88,1.37,1
Dr. Rohit Verma,Orthopedics,11,26-03-2026,Govt Health Center,Kolkata,90,355,1.29,0
Dr. Swati Desai,Orthopedics,17,27-03-2026,City Hospital,Chennai,68,69,1.36,1
Dr. Rohit Verma,Pediatrics,12,28-03-2026,Govt Health Center,New Delhi,61,119,1.38,1
Dr. Ravi Kumar,Pediatrics,16,29-03-2026,Metro Hospital,Kolkata,27,205,1.65,1
Dr. Anil Mehra,Pediatrics,13,30-03-2026,Govt Health Center,Kolkata,34,166,1.5,1
Dr. Ravi Kumar,Pediatrics,11,31-03-2026,Metro Hospital,Chennai,88,417,1.94,0
Dr. Anil Mehra,Dermatology,14,01-04-2026,Govt Health Center,Chennai,96,476,1.92,0
Dr. Rohit Verma,Cardiology,9,02-04-2026,City Hospital,Mumbai,10,499,1.13,0
